district,area,year,rooms,value,floor,elevator,parking,warehouse
 قیطریه ,107,1401,2,11500000000,2,True,True,True
 سازمان برنامه ,102,1391,3,8000000000,2,True,True,True
 سعادت‌آباد ,138,1396,3,14500000000,3,True,True,True
 کوی فردوس ,60,1386,2,4000000000,5,True,True,True
 جمهوری ,65,1380,1,2650000000,1,False,False,False
 نیاوران ,218,1392,3,26500000000,4,True,True,True
 چیتگر,113,1401,2,4600000000,21,True,True,True
 شهران شمالی,74,1383,2,3820000000,2,False,True,True
 تهرانپارس غربی ,137,1401,3,8500000000,4,True,True,True
 سهروردی ,113,1388,2,6500000000,4,True,True,True
 میرداماد ,91,1380,2,6600000000,3,False,True,True
 قاسم‌آباد ,133,1401,3,5950000000,2,True,True,True
 سلسبیل ,60,1384,2,2150000000,4,False,False,False
 کامرانیه ,145,1401,3,13200000000,3,True,True,True
 جمهوری ,68,1387,2,3350000000,3,True,False,False
 جیحون ,88,1396,2,4620000000,4,True,True,True
 فرمانیه ,103,1380,2,7000000000,3,False,True,True
 مرزداران ,112,1401,2,7600000000,2,True,True,True
 اختیاریه ,130,1384,2,11000000000,11,True,True,True
 پونک ,78,1391,2,6000000000,2,True,True,True
 کامرانیه ,190,1396,3,25700000000,1,True,True,True
 سعادت‌آباد ,160,1385,3,13000000000,3,True,True,True
 نیاوران ,230,1399,3,24000000000,1,True,True,True
 ابوذر (منطقه ۱۵) ,57,1382,2,2540000000,2,False,True,True
 جیحون ,84,1395,2,3030000000,6,True,False,False
 مرزداران ,165,1401,3,16500000000,3,True,True,True
 مرزداران ,70,1390,2,5100000000,3,True,True,True
 پونک ,69,1394,1,4500000000,3,True,True,True
 نیاوران ,202,1398,3,28900000000,3,True,True,True
 مرزداران ,92,1400,2,8464000000,2,True,True,True
 شهران جنوبی ,137,1393,3,8500000000,5,True,True,True
 نیاوران ,125,1401,2,18750000000,4,True,True,True
 درب دوم ,150,1382,3,12600000000,4,True,True,True
 پاسداران ,125,1401,2,17000000000,4,True,True,True
 چیتگر ,112,1400,2,6048000000,13,True,True,True
 شهید دستغیب ,81,1391,2,2800000000,3,True,True,True
 تهران‌سر ,139,1401,3,5977000000,4,True,True,True
 شهرک غرب,127,1381,2,10160000000,1,False,True,True
 طرشت ,76,1391,2,3300000000,2,True,False,False
 قیطریه ,125,1384,2,11000000000,5,True,True,True
 تهران‌سر ,129,1401,3,5547000000,7,True,True,True
 امامزاده حسن(ع) ,123,1392,2,3800000000,5,True,True,True
 سهروردی ,114,1398,3,9690000000,1,True,True,True
 پونک ,55,1401,1,3850000000,5,True,True,True
 اختیاریه ,196,1396,3,16500000000,2,True,True,True
 جی ,50,1385,1,1450000000,3,False,True,True
 سوهانک ,180,1399,3,16000000000,1,True,True,True
 جنت‌آباد جنوبی ,95,1392,2,6350000000,3,True,True,True
 پونک ,60,1386,2,3890000000,3,False,True,True
 نارمک ,64,1382,1,3400000000,2,True,True,True
 گرگان ,125,1401,3,5197000000,4,True,True,True
 مرزداران ,136,1401,3,14800000000,2,True,True,True
 نظام‌آباد,56,1380,1,1790000000,1,False,False,False
 وردآورد ,75,1401,2,1370000000,4,True,True,True
 اندیشه (شهر زیبا) ,45,1392,1,1500000000,3,True,True,True
 دهقان ,63,1382,1,2200000000,2,False,False,False
 پاسداران ,127,1401,2,10160000000,6,True,True,True
 اباذر ,105,1383,2,5300000000,3,False,True,True
 ستارخان,92,1399,2,6900000000,5,True,True,True
 شهرآرا,109,1394,2,7500000000,1,True,True,True
 ستارخان,115,1398,2,8900000000,4,True,True,True
 ستارخان,62,1401,1,4588000000,3,True,True,True
 تهران‌ویلا ,95,1401,2,7600000000,5,True,True,True
 ستارخان,50,1396,1,3500000000,1,True,True,True
 ستارخان ,88,1400,2,6100000000,3,True,True,True
 شهرآرا ,91,1400,2,9100000000,3,True,True,True
 ستارخان ,93,1399,2,5700000000,4,True,True,True
 ستارخان,100,1401,2,8600000000,4,True,True,True
 ستارخان,113,1401,3,8800000000,3,True,True,True
 ستارخان,80,1385,2,4000000000,5,True,True,True
 ستارخان ,140,1391,3,8800000000,5,True,True,True
 تهران‌ویلا ,91,1396,2,6500000000,1,True,True,True
 کوی فردوس ,70,1401,2,5100000000,2,True,True,True
 سلسبیل ,50,1401,1,2020000000,2,True,False,False
 الهیه ,220,1393,3,33500000000,2,True,True,True
 جیحون ,43,1385,1,1950000000,3,False,True,True
 شهرک غرب ,150,1393,3,14800000000,2,True,True,True
 هروی ,160,1399,3,15950000000,1,True,True,True
 ونک ,140,1394,3,12500000000,5,True,True,True
 سعادت‌آباد ,143,1385,3,11300000000,2,True,True,True
 جنت‌آباد جنوبی ,108,1389,2,6300000000,2,True,True,True
 جنت‌آباد مرکزی ,90,1391,2,5800000000,4,True,True,True
 چیتگر ,127,1401,2,7620000000,14,True,True,True
 دهکده المپیک ,85,1401,2,2635000000,11,True,True,True
 زعفرانیه ,270,1386,4,37000000000,3,True,True,True
 الهیه ,150,1401,3,33750000000,4,True,True,True
 جنت‌آباد جنوبی ,74,1385,2,4580000000,4,True,True,True
 جیحون ,44,1384,1,1870000000,2,False,True,True
 چیتگر ,101,1401,2,1060500000,10,True,True,True
 قیطریه ,85,1385,2,7500000000,3,True,True,True
 جنت‌آباد مرکزی ,153,1401,3,8950000000,3,True,True,True
 پونک ,112,1398,2,7350000000,3,True,True,True
 اباذر ,210,1380,3,35000000000,1,False,True,True
 سازمان برنامه ,160,1401,3,11200000000,4,True,True,True
 پونک ,63,1386,1,4150000000,2,True,True,True
 هروی ,110,1390,2,8500000000,5,True,True,True
 هروی ,130,1390,3,11000000000,3,True,True,True
 جنت‌آباد جنوبی ,65,1388,2,4220000000,5,True,True,True
 شهرآرا ,100,1392,2,6500000000,5,True,True,True
 ستارخان ,86,1392,2,5600000000,3,True,True,True
 شادمهر ,127,1393,3,6600000000,1,True,True,True
 ستارخان ,121,1383,3,7900000000,5,True,True,True
 شادمهر ,75,1401,2,5250000000,3,True,True,True
 ستارخان ,139,1381,3,6870000000,1,True,True,True
 ستارخان ,90,1401,2,6150000000,4,True,True,True
 چیتگر ,120,1401,2,1656000000,10,True,True,True
 جنت‌آباد مرکزی ,110,1399,2,6400000000,4,True,True,True
 جنت‌آباد جنوبی ,110,1397,2,6500000000,3,True,True,True
 کوی فردوس ,70,1401,2,4650000000,5,True,True,True
 مبارک‌آباد بهشتی ,125,1401,3,2300000000,1,True,True,True
 چیتگر ,120,1401,3,1500000000,10,True,True,True
 شهران جنوبی ,95,1385,2,5400000000,3,True,True,True
 نارمک ,112,1395,2,5900000000,3,True,True,True
 نواب,84,1401,2,3500000000,4,True,True,True
 دریاچه شهدای خلیج فارس ,114,1401,2,7296000000,9,True,True,True
 دریاچه شهدای خلیج فارس ,111,1401,2,8000000000,12,True,True,True
 کوهک ,157,1401,3,13000000000,12,True,True,True
 مرزداران ,90,1401,2,8650000000,3,True,True,True
 دریاچه شهدای خلیج فارس ,80,1386,2,3300000000,3,False,True,True
 پاسداران ,256,1401,4,33000000000,4,True,False,False
 دروس ,280,1398,4,43500000000,4,True,True,True
 جنت‌آباد جنوبی ,87,1393,2,5650000000,4,True,True,True
 سلسبیل ,48,1380,1,1700000000,2,False,False,False
 سلسبیل ,79,1387,2,3100000000,2,False,True,True
 هروی ,149,1401,3,8000000000,3,True,True,True
 دروس ,92,1397,2,11776000000,5,True,True,True
 هروی ,102,1401,2,8160000000,10,True,True,True
 جی ,46,1384,1,1400000000,4,False,False,False
 میدان ولیعصر ,100,1401,2,3600000000,7,True,True,True
 تهرانپارس غربی ,108,1397,2,4320000000,5,True,True,True
 پونک ,58,1390,1,4190000000,1,False,True,True
 ستارخان ,70,1382,2,4100000000,1,False,True,True
 باغ فیض ,126,1401,2,8420000000,2,True,True,True
 کوی فردوس ,120,1393,2,9500000000,1,True,True,True
 میدان انقلاب ,70,1401,1,2520000000,1,True,True,True
 یوسف‌آباد ,137,1387,3,11000000000,2,True,True,True
 فرمانیه ,125,1390,2,14000000000,5,True,True,True
 جنت‌آباد مرکزی ,155,1398,2,7990000000,3,True,True,True
 دیلمان ,83,1383,2,2241000000,4,False,False,False
 میرداماد ,142,1385,3,10650000000,4,True,True,True
 چیتگر ,125,1401,3,3250000000,12,True,True,True
 کوی فردوس ,85,1397,2,6350000000,1,True,True,True
 پاسداران,275,1400,4,41000000000,3,True,True,True
 دریاچه شهدای خلیج فارس ,135,1399,3,6050000000,6,True,True,True
 دریاچه شهدای خلیج فارس ,115,1401,2,5850000000,7,True,True,True
 سیدخندان ,108,1401,2,9720000000,4,True,True,True
 هروی ,163,1401,3,17930000000,6,True,True,True
 سهروردی ,62,1385,1,2300000000,3,False,False,False
 بریانک,64,1390,2,1820000000,1,False,False,False
 میدان حر ,70,1401,2,2520000000,5,True,True,True
 شمس‌آباد,112,1394,2,7616000000,1,True,True,True
 دریاچه شهدای خلیج فارس ,103,1401,2,1802500000,12,True,True,True
 دهکده المپیک ,85,1401,2,2635000000,8,True,True,True
 مرزداران ,100,1401,2,9400000000,7,True,True,True
 دریاچه شهدای خلیج فارس ,50,1401,2,735000000,22,True,True,True
 باغ فیض ,74,1381,2,4570000000,1,False,True,True
 آجودانیه ,110,1381,2,10700000000,1,True,True,True
 هروی ,122,1394,2,9760000000,4,True,True,True
 پاسداران,100,1401,2,9000000000,4,True,True,True
 کوی فردوس ,65,1382,2,3600000000,2,True,True,True
 پونک ,143,1401,3,12200000000,5,True,True,True
 پونک ,124,1401,3,10000000000,3,True,True,True
 سهروردی ,150,1401,3,12750000000,4,True,True,True
 نیلوفر ,104,1400,2,9200000000,2,True,True,True
 شمس‌آباد ,166,1401,3,12450000000,3,True,True,True
 دریاچه شهدای خلیج فارس ,240,1401,4,5376000000,12,True,True,True
 جردن ,122,1389,2,12000000000,5,True,True,True
 جنت‌آباد مرکزی ,81,1393,2,6000000000,2,True,True,True
 میرداماد ,180,1382,3,12200000000,3,True,True,True
 دریاچه شهدای خلیج فارس ,100,1401,2,1750000000,16,True,True,True
 جنت‌آباد جنوبی ,157,1400,3,11775000000,1,True,True,True
 جیحون ,52,1383,2,1900000000,2,False,True,True
 تهران‌سر ,47,1380,1,1950000000,2,False,False,False
 قیطریه ,145,1401,3,15625000000,2,True,True,True
 جیحون ,60,1388,2,2850000000,1,False,True,True
 جیحون ,54,1391,1,2100000000,1,True,False,False
 ستارخان ,90,1396,2,5800000000,2,True,True,True
 مرزداران ,99,1383,2,6700000000,2,True,True,True
 نارمک ,100,1400,2,8000000000,2,True,True,True
 مولوی ,72,1391,2,1665000000,3,True,True,True
 شهران جنوبی ,120,1401,2,7440000000,3,True,True,True
 نیاوران ,185,1390,3,19500000000,1,True,True,True
 کامرانیه ,300,1388,3,33000000000,6,True,True,True
 سهروردی,160,1400,3,17600000000,5,True,True,True
 پونک,100,1390,2,6750000000,5,True,True,True
 جنت‌آباد شمالی ,75,1382,2,4100000000,2,False,False,False
 شهرک غرب ,110,1401,3,8800000000,2,True,True,True
 پاسداران ,195,1401,3,15600000000,9,True,True,True
 دهکده المپیک ,85,1401,2,2635000000,10,True,True,True
 سعادت‌آباد ,115,1381,2,9500000000,1,True,True,True
 پونک ,80,1385,2,5500000000,2,True,True,True
 دروس ,101,1381,2,6500000000,2,False,True,True
 دریاچه شهدای خلیج فارس ,121,1400,2,6300000000,4,True,True,True
 شمس‌آباد ,73,1389,2,5100000000,3,True,True,True
 هروی ,110,1398,2,7800000000,3,True,True,True
 کوی فردوس ,51,1381,1,3600000000,2,True,True,True
 مرزداران ,105,1397,2,6500000000,3,True,True,True
 مرزداران ,103,1391,2,6790000000,4,True,True,True
 مرزداران ,60,1393,1,4500000000,1,True,True,True
 مرزداران ,58,1389,1,4130000000,3,True,True,True
 شهرک راه‌آهن ,75,1385,2,3100000000,3,False,True,True
 جنت‌آباد مرکزی ,64,1397,1,4500000000,4,True,True,True
 مرزداران ,101,1396,2,7200000000,4,True,True,True
 شهرک راه‌آهن ,68,1386,2,3450000000,1,True,True,True
 شهران جنوبی ,75,1383,2,4900000000,5,True,True,True
 شهران شمالی ,113,1390,2,6100000000,2,True,True,True
 یاخچی‌آباد ,116,1401,3,3828000000,6,True,True,True
 شهران جنوبی ,74,1382,2,3350000000,1,False,False,False
 ستارخان ,125,1399,3,6600000000,1,True,True,True
 ستارخان ,100,1392,2,5000000000,4,True,True,True
 شادمهر ,98,1390,2,4900000000,1,True,False,False
 ستارخان ,81,1401,2,4800000000,4,True,True,True
 ستارخان ,141,1396,2,10575000000,1,True,True,True
 جردن ,170,1385,3,13800000000,4,True,True,True
 جیحون ,44,1389,1,1670000000,2,False,True,True
 جیحون ,48,1394,1,2300000000,1,True,False,False
 جنت‌آباد مرکزی ,75,1388,2,4900000000,1,True,True,True
 باغ فیض ,55,1384,1,3800000000,3,True,True,True
 میرداماد ,157,1383,3,12800000000,1,True,True,True
 آجودانیه ,125,1393,2,15000000000,3,True,True,True
 میرداماد ,165,1398,3,20000000000,2,True,True,True
 مرزداران ,139,1388,3,8950000000,4,True,True,True
 شیان,135,1401,3,11800000000,2,True,True,True
 شهرک غرب ,160,1371,3,22400000000,5,True,True,True
 زعفرانیه ,270,1401,3,45000000000,3,True,True,True
 شهرآرا,85,1396,2,6200000000,1,True,True,True
 ستارخان,118,1399,3,8270000000,1,True,True,True
 تهران‌ویلا,142,1401,3,12850000000,4,True,True,True
 شهرآرا,116,1396,2,9200000000,6,True,True,True
 شهرآرا,142,1393,3,10600000000,1,True,True,True
 شهرآرا,111,1386,3,7500000000,4,True,True,True
 ستارخان,120,1400,3,8750000000,4,True,True,True
 جنت‌آباد جنوبی ,95,1400,2,7300000000,2,True,True,True
 پاسداران ,95,1400,2,11400000000,1,True,True,True
 فرودگاه مهرآباد ,108,1399,2,4320000000,3,True,True,True
 تهران‌سر ,75,1385,2,2875000000,6,True,True,True
 سلسبیل ,63,1389,1,2349000000,2,True,False,False
 فرمانیه ,70,1401,1,13600000000,3,True,True,True
 اختیاریه ,116,1400,2,12300000000,4,True,True,True
 آجودانیه ,175,1395,3,17000000000,2,True,True,True
 سهروردی ,110,1385,2,7700000000,5,True,True,True
 امیرآباد,180,1401,3,16200000000,5,True,True,True
 نیاوران,230,1401,3,64400000000,3,True,True,True
 دروس ,200,1400,3,31000000000,2,True,True,True
 باغ فردوس,74,1401,2,5032000000,5,True,True,True
 کوهک ,123,1401,2,7130000000,5,True,True,True
 ولنجک ,90,1384,2,9300000000,2,True,True,True
 سلسبیل ,60,1392,1,2550000000,1,True,False,False
 زعفرانیه ,230,1400,3,46000000000,6,True,True,True
 شادمهر ,80,1380,2,3300000000,3,False,True,True
 سهروردی ,125,1401,3,8550000000,1,True,True,True
 جنت‌آباد جنوبی ,120,1397,2,7500000000,5,True,True,True
 سعادت‌آباد ,90,1385,2,11900000000,2,True,True,True
 تهران‌سر ,75,1399,2,3700000000,2,True,True,True
 دریاچه شهدای خلیج فارس,194,1400,3,10670000000,18,True,True,True
 ظفر ,95,1386,2,7500000000,2,True,True,True
 زعفرانیه ,180,1401,3,29000000000,1,True,True,True
 سهروردی ,115,1401,2,9500000000,2,True,True,True
 شهر زیبا ,110,1401,2,3410000000,8,True,True,True
 پاسداران ,100,1401,2,10600000000,2,True,True,True
 پاسداران ,194,1401,3,14550000000,4,True,True,True
 کرمان ,95,1401,2,4000000000,4,True,True,True
 جی ,83,1400,2,2680000000,5,True,False,False
 ولنجک,330,1398,3,92000000000,6,True,True,True
 سعادت‌آباد ,145,1397,3,20000000000,2,True,True,True
 ستارخان ,103,1401,2,7210000000,1,True,True,True
 مرزداران ,105,1401,2,6615000000,2,True,True,True
 شهران شمالی ,85,1386,2,4800000000,5,True,True,True
 پونک ,67,1389,2,4000000000,2,False,True,True
 پونک ,115,1400,2,9900000000,6,True,True,True
 کوی فردوس ,125,1395,3,7550000000,5,True,True,True
 سعادت‌آباد ,165,1387,3,14600000000,3,True,True,True
 قیطریه ,135,1398,3,14500000000,3,True,True,True
 چیتگر,126,1396,2,5350000000,19,True,True,True
 قیطریه,152,1383,3,12400000000,4,True,True,True
 هروی ,102,1397,2,9500000000,1,True,True,True
 قبا ,151,1380,3,11000000000,3,True,True,True
 پونک ,94,1386,2,5680000000,2,True,True,True
 میرداماد ,250,1395,3,23700000000,4,True,True,True
 دهکده المپیک ,76,1385,2,3350000000,2,False,True,True
 شهرک پرواز ,80,1384,2,4400000000,2,True,True,True
 چیتگر ,100,1401,2,1250000000,10,True,True,True
 قبا,115,1390,2,9200000000,5,True,True,True
 مسعودیه ,54,1391,1,1650000000,4,True,True,True
 دریاچه شهدای خلیج فارس ,112,1390,2,5450000000,2,True,True,True
 دریاچه شهدای خلیج فارس ,117,1401,2,6200000000,10,True,True,True
 پونک ,112,1398,2,8260000000,3,True,True,True
 دریاچه شهدای خلیج فارس ,125,1401,3,2500000000,22,True,True,True
 سعادت‌آباد ,98,1389,2,8500000000,4,True,True,True
 هروی ,165,1394,3,12000000000,4,True,True,True
 سعادت‌آباد ,117,1384,2,11000000000,6,True,True,True
 هروی ,130,1392,3,8840000000,1,True,True,True
 نارمک ,60,1390,2,3000000000,3,False,True,True
 هروی ,164,1391,3,9840000000,1,True,True,True
 شیان ,92,1381,2,6400000000,1,True,True,True
 دریاچه شهدای خلیج فارس,115,1400,2,6300000000,3,True,True,True
 پاتریس لومومبا ,85,1386,2,3750000000,4,False,False,False
 هروی ,135,1401,3,11600000000,7,True,True,True
 استخر ,100,1401,2,5870000000,3,True,True,True
 قلهک ,50,1401,1,6400000000,4,True,True,True
 کوهک,137,1397,2,9000000000,1,True,True,True
 هروی ,114,1384,2,6800000000,4,True,True,True
 کوی فردوس ,106,1394,2,6836900000,4,True,True,True
 پاسداران,140,1381,3,10700000000,4,True,True,True
 سعادت‌آباد,140,1388,4,16800000000,1,True,True,True
 هروی ,178,1390,3,13400000000,2,True,True,True
 شهر زیبا ,60,1395,1,3550000000,1,True,True,True
 اباذر ,80,1384,2,5300000000,1,True,True,True
 استاد معین ,66,1384,2,1950000000,2,False,False,False
 کوی فردوس ,142,1397,3,9836900000,4,True,True,True
 اختیاریه ,115,1385,2,9000000000,1,True,True,True
 ازگل ,182,1401,3,14560000000,9,True,True,True
 دریاچه شهدای خلیج فارس ,132,1401,3,5200000000,11,True,True,True
 سهروردی ,83,1392,2,4920000000,1,True,True,True
 کوی مهران ,117,1398,3,9369081000,5,True,True,True
 مرزداران ,75,1395,2,6400000000,3,True,True,True
 شهرک ژاندارمری ,165,1400,3,18150000000,1,True,True,True
 پاسداران,180,1401,3,13500000000,8,True,True,True
 نیاوران ,255,1385,3,37000000000,9,True,True,True
 اقدسیه ,355,1401,4,90000000000,5,True,True,True
 اباذر ,122,1393,3,8636900000,1,True,True,True
 کامرانیه ,125,1383,2,12000000000,5,True,True,True
 پاسداران ,93,1389,2,7500000000,1,True,True,True
 کوی فردوس ,180,1396,3,11596300000,4,True,True,True
 نیاوران ,425,1399,4,107000000000,7,True,True,True
 کوی فردوس ,145,1400,3,11368960000,3,True,True,True
 استاد معین ,90,1396,2,3700000000,4,True,False,False
 الهیه ,300,1385,4,33000000000,4,True,True,True
 کوی فردوس ,126,1395,3,8836900000,2,True,True,True
 سلسبیل ,50,1382,1,1730000000,3,False,False,False
 توحید ,43,1382,1,1950000000,2,False,False,False
 اقدسیه ,205,1387,3,31000000000,3,True,True,True
 شهرک پرواز,71,1385,2,4380000000,1,True,True,True
 استاد معین ,50,1392,1,2300000000,1,True,False,False
 نظام‌آباد ,57,1382,1,1820000000,3,False,False,False
 پیروزی ,77,1388,2,2700000000,3,False,False,False
 سعادت‌آباد ,105,1401,2,9900000000,1,True,True,True
 یوسف‌آباد ,131,1381,3,9800000000,4,True,True,True
 دریاچه شهدای خلیج فارس ,115,1401,2,2700000000,22,True,True,True
 جنت‌آباد جنوبی ,110,1400,2,7200000000,3,True,True,True
 کوی فردوس ,160,1396,3,9600000000,5,True,True,True
 جیحون,60,1385,2,1950000000,1,False,False,False
 پونک,65,1385,2,4095000000,3,False,True,True
 شهرک راه‌آهن ,120,1400,3,7500000000,1,True,True,True
 سعادت‌آباد ,275,1401,3,55000000000,4,True,True,True
 ستارخان ,99,1397,2,5400000000,3,True,True,True
 محمودیه ,250,1399,3,50000000000,12,True,True,True
 آذربایجان ,65,1389,2,2800000000,4,False,True,True
 سعادت‌آباد ,185,1391,3,18500000000,1,True,True,True
 گیشا (کوی نصر) ,90,1399,2,9000000000,2,True,True,True
 پیروزی,100,1401,2,3900000000,3,True,True,True
 منیریه ,90,1401,2,4600000000,4,True,True,True
 ولنجک ,80,1383,2,9800000000,2,True,True,True
 جنت‌آباد مرکزی ,68,1386,1,3800000000,1,False,True,True
 جنت‌آباد مرکزی ,125,1401,2,7250000000,4,True,True,True
 دهکده المپیک ,120,1397,2,6100000000,3,True,True,True
 میرداماد ,100,1401,2,12100000000,4,True,True,True
 بهار ,82,1380,2,3830000000,2,True,True,True
 جردن ,280,1395,4,43000000000,5,True,True,True
 پونک,133,1386,3,7448000000,2,False,True,True
 شهرک راه‌آهن ,125,1401,2,7750000000,3,True,True,True
 سعادت‌آباد ,147,1388,3,13300000000,4,True,True,True
 سازمان برنامه ,80,1384,2,5700000000,3,True,True,True
 الهیه ,370,1400,4,118000000000,7,True,True,True
 پاسداران ,182,1401,3,13650000000,11,True,True,True
 پونک,58,1382,1,3900000000,1,False,True,True
 منیریه ,85,1401,2,4750000000,4,True,True,True
 تهرانپارس غربی ,142,1384,3,7900000000,4,True,True,True
 جی ,63,1399,1,2400000000,3,True,True,True
 جیحون ,70,1378,2,2000000000,3,False,False,False
 گیشا (کوی نصر) ,120,1400,2,13200000000,2,True,True,True
 گیشا (کوی نصر) ,93,1385,2,7440000000,1,True,True,True
 شهران شمالی ,152,1389,3,7960000000,1,True,True,True
 سعادت‌آباد ,410,1401,4,102500000000,1,True,True,True
 پونک ,65,1391,2,4600000000,3,True,True,True
 ایران ,130,1400,3,9000000000,1,True,True,True
 فرمانیه ,750,1401,3,80000000000,5,True,True,True
 سهروردی ,91,1394,2,7550000000,3,True,True,True
 جی ,58,1386,2,1700000000,4,False,True,True
 اندیشه (شهر زیبا) ,58,1399,1,1040000000,3,False,True,True
 دولت‌آباد ,90,1394,2,3700000000,1,True,True,True
 شهران جنوبی ,76,1385,2,4600000000,1,True,True,True
 باغ فیض ,115,1393,2,7200000000,2,True,True,True
 سلسبیل ,51,1391,1,2170000000,2,True,False,False
 سهروردی ,113,1386,2,9000000000,5,True,True,True
 سهروردی,86,1382,2,5200000000,2,True,True,True
 شهرآرا ,120,1385,3,8700000000,3,True,True,True
 پونک ,119,1391,2,7400000000,4,True,True,True
 باغ فیض ,110,1387,2,6300000000,1,True,True,True
 سعادت‌آباد ,123,1389,2,10770000000,2,True,True,True
 تهران‌نو ,62,1382,1,2500000000,3,False,False,False
 دکتر هوشیار ,70,1395,2,3700000000,3,True,True,True
 سعادت‌آباد ,145,1397,3,15950000000,2,True,True,True
 شهرک غرب ,130,1374,3,12700000000,1,False,True,True
 شمس‌آباد ,93,1390,2,6045000000,2,True,True,True
 سوهانک ,131,1383,3,7500000000,3,False,True,True
 تهرانپارس غربی ,82,1393,2,3400000000,1,True,False,False
 دریاچه شهدای خلیج فارس ,90,1397,2,4650000000,8,True,True,True
 مرزداران ,164,1401,3,14760000000,2,True,True,True
 جنت‌آباد جنوبی ,97,1395,2,6200000000,3,True,True,True
 میدان حر ,48,1389,1,1400000000,4,False,True,True
 جیحون ,55,1383,2,2550000000,1,False,True,True
 الهیه,195,1388,3,35000000000,10,True,True,True
 اختیاریه ,85,1385,2,7500000000,5,True,True,True
 تهران‌نو ,125,1401,2,6700000000,4,True,True,True
 ولنجک ,201,1401,3,30000000000,2,True,True,True
 دکتر هوشیار ,57,1400,1,2900000000,1,True,True,True
 مسعودیه ,63,1383,1,1590000000,4,False,True,True
 نیاوران ,84,1397,2,10800000000,4,True,True,True
 دروس ,145,1393,3,18800000000,6,True,True,True
 شهرک پرواز ,126,1398,2,7600000000,1,True,True,True
 شهرک غرب ,130,1401,3,17800000000,2,True,True,True
 جنت‌آباد جنوبی ,100,1398,2,5000000000,3,True,True,True
 کوی فردوس,150,1396,3,9300000000,3,True,True,True
 استاد معین ,80,1398,2,3370000000,1,True,True,True
 سبلان,57,1399,1,2400000000,2,True,False,False
 ستارخان ,85,1394,2,5250000000,3,True,True,True
 دولت‌آباد ,147,1399,3,4860000000,4,True,True,True
 بریانک ,46,1382,1,1495000000,3,False,True,True
 سهروردی ,130,1401,3,14300000000,3,True,True,True
 فرمانیه ,160,1400,3,26000000000,6,True,True,True
 تجریش ,142,1382,3,9500000000,1,False,True,True
 پاسداران ,170,1391,3,19000000000,3,True,True,True
 مرزداران ,98,1371,2,8000000000,3,False,True,True
 شهران جنوبی ,120,1401,2,7800000000,10,True,True,True
 یوسف‌آباد ,128,1396,3,11100000000,2,True,True,True
 هروی ,82,1391,2,6200000000,4,True,True,True
 امانیه ,175,1380,3,14000000000,3,True,True,True
 دریاچه شهدای خلیج فارس ,125,1392,3,7500000000,13,True,True,True
 یوسف‌آباد ,142,1391,3,12000000000,3,True,True,True
 چیتگر ,120,1401,2,1500000000,6,True,True,True
 میرداماد ,100,1380,2,8500000000,1,False,True,True
 الهیه,150,1373,3,13700000000,1,False,True,True
 سازمان برنامه ,76,1387,2,5180000000,3,True,True,True
 جنت‌آباد جنوبی ,148,1399,3,11840000000,2,True,True,True
 جنت‌آباد جنوبی ,175,1397,3,14440000000,3,False,True,True
 دولت‌آباد ,98,1398,2,3550000000,5,True,True,True
 دریاچه شهدای خلیج فارس ,130,1401,2,3120000000,3,True,True,True
 سعادت‌آباد ,145,1390,3,14000000000,1,True,True,True
 حکیمیه ,89,1400,2,1340000000,1,True,True,True
 پونک ,115,1391,2,8000000000,3,True,True,True
 نارمک ,71,1388,2,3200000000,2,True,False,False
 جنت‌آباد جنوبی ,122,1385,2,6250000000,2,False,True,True
 سلسبیل ,62,1389,1,2350000000,2,True,False,False
 سعادت‌آباد ,130,1390,3,11000000000,2,True,True,True
 چیتگر,72,1400,2,2160000000,3,True,True,True
 مبارک‌آباد بهشتی ,62,1398,1,1116000000,3,True,False,False
 ولنجک ,130,1401,2,16000000000,3,True,True,True
 جردن ,135,1397,2,16500000000,2,True,True,True
 استاد معین ,52,1393,1,2300000000,4,True,True,True
 یوسف‌آباد ,107,1381,2,5900000000,2,True,False,False
 هروی ,105,1397,2,7400000000,2,True,True,True
 ظفر ,95,1399,2,7200000000,4,True,True,True
 جردن ,113,1383,2,8700000000,1,True,True,True
 دریاچه شهدای خلیج فارس ,238,1401,4,5474000000,14,True,True,True
 دریاچه شهدای خلیج فارس ,140,1401,3,3220000000,14,True,True,True
 میرداماد ,150,1385,3,12325000000,4,True,True,True
 میرداماد ,250,1400,3,30000000000,3,True,True,True
 چیتگر ,130,1401,3,2275000000,12,True,True,True
 اندیشه (شهر زیبا),67,1401,2,3800000000,6,True,True,True
 سلسبیل ,53,1382,1,1690000000,1,False,False,False
 شهران شمالی ,130,1401,3,10400000000,3,True,True,True
 دکتر هوشیار ,70,1376,2,2490000000,1,False,False,False
 جماران ,210,1399,3,24600000000,4,True,True,True
 نیاوران,170,1401,3,35000000000,6,True,True,True
 دبستان ,90,1401,2,6750000000,1,True,True,True
 سلسبیل ,46,1387,1,2400000000,1,False,True,True
 گیشا (کوی نصر) ,118,1392,3,12000000000,4,True,True,True
 شهرک پرواز ,67,1384,2,3800000000,3,False,True,True
 فرمانیه ,90,1399,1,15300000000,2,True,True,True
 جیحون ,80,1378,2,2249000000,2,False,False,False
 شمس‌آباد ,135,1401,3,9855000000,4,True,True,True
 زیبادشت ,88,1401,2,2800000000,9,True,True,True
