build_year,neighbour_hood,area,floor,rooms,Parking,Elevator,Warehouse,Luxury_features,price,mean,std,median,amin,amax,neighbour_hood_encoded
1401,پونک,175,12.0,3,1,1,1,1,97100000,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1401,تجریش,60,1.0,1,0,0,0,0,120000000,88118546.375,20293109.471329097,85514970.0,40740740.0,140000000.0,18
1401,نیاوران,201,4.0,3,0,0,0,0,184079601,119301128.8559322,34155648.27073372,120000000.0,21348314.0,200000000.0,20
1385,هروی,140,3.0,3,1,1,1,0,67900000,73345990.97560975,11637626.156124255,72000000.0,10300000.0,110000000.0,15
1385,سعادتآباد,60,5.0,1,0,1,1,0,60000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1385,جنتآبادجنوبی,75,3.0,2,0,0,0,0,49333333,60135130.005347595,13104643.369948454,60888000.0,843220.0,91666666.0,13
1401,سهروردیجنوبی,120,2.0,3,1,1,1,0,75000000,65052703.7037037,8528946.299327282,65428500.0,47100000.0,85000000.0,14
1383,اوقاف,60,1.0,1,0,0,0,0,39166666,47327041.43678161,9038747.770848209,47340425.0,26086956.0,71839080.0,8
1381,دروس,112,6.0,3,1,1,1,0,70000000,102762022.22689076,26321254.260763068,97400000.0,53300000.0,192661000.0,19
1386,جمهوری,83,1.0,2,0,0,0,0,38554216,46672839.24,7911706.2256724555,46884674.5,30000000.0,64705882.0,7
1401,چیتگرجنوبی,60,9.0,1,0,0,0,0,14166666,29241452.508196723,19593736.8706878,29516000.0,2240000.0,131313131.0,3
1397,مرزداران,120,3.0,2,1,1,1,0,60000000,81315071.67512691,15550866.03382363,80800000.0,44800000.0,121200000.0,16
1401,جیحون,70,3.0,2,1,1,1,0,52857000,40378425.76859504,8745338.678313637,42600000.0,16700000.0,55882000.0,6
1397,مرزداران,105,3.0,2,1,1,1,0,62000000,81315071.67512691,15550866.03382363,80800000.0,44800000.0,121200000.0,16
1388,هروی,165,4.0,3,1,1,1,0,61818000,73345990.97560975,11637626.156124255,72000000.0,10300000.0,110000000.0,15
1387,باغفیض,66,1.0,2,1,1,1,0,56800000,58092784.5,10742418.088335035,57875939.0,8108000.0,82000000.0,12
1401,طرشت,108,5.0,3,0,0,0,0,70370370,52414594.39473684,9425030.51206313,53108620.5,16504000.0,70370370.0,9
1389,محله,55,3.0,1,0,0,0,0,58363636,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1387,ولنجک,220,5.0,4,1,1,1,1,65500000,129916359.95195195,32495623.245280623,130000000.0,12500000.0,204700000.0,20
1401,پاسداران,110,5.0,2,1,1,0,1,80000000,86490141.48275863,21557395.896592565,80000000.0,9915000.0,166667000.0,17
1390,اختیاریه,108,3.0,2,1,1,1,0,68500000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1395,بلوارفردوسغرب,85,5.0,2,1,1,1,0,63529000,65997073.82550336,10235266.110435715,65218000.0,15104000.0,105000000.0,14
1390,شهرکغرب,132,4.0,3,1,1,1,1,92424000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1401,دولت,100,2.0,2,1,1,1,0,100000000,85181467.10526316,14434306.67235159,85000000.0,55400000.0,130000000.0,17
1392,شهرآرا,99,2.0,2,0,0,0,0,68181818,69935015.85714285,10979876.85322109,71440306.5,45882352.0,86666666.0,15
1380,اختیاریه,163,1.0,3,1,1,1,0,85900000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1390,پونک,68,1.0,2,1,0,0,0,68400000,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1400,شهرزیبا,90,5.0,2,1,1,1,0,18889000,42339327.0,19949550.077963997,46833333.0,12794000.0,87800000.0,7
1390,امیرآباد,101,2.0,2,1,1,1,0,77505000,80210100.99672131,12461139.369398655,80000000.0,38235000.0,115000000.0,16
1385,زعفرانیه,230,10.0,3,1,1,0,1,106500000,131865026.54357798,34972724.14783003,130000000.0,31000000.0,202900000.0,20
1395,هروی,85,1.0,2,1,1,1,0,61200000,73345990.97560975,11637626.156124255,72000000.0,10300000.0,110000000.0,15
1395,سعادتآباد,140,10.0,2,1,1,0,0,70000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1385,پونک,50,1.0,1,1,1,1,0,84400000,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1401,دهکدهالمپیک,101,1.0,2,0,0,0,0,46534653,32252708.540447503,12514798.760472782,31000000.0,1000000.0,112909000.0,4
1399,میرداماد,106,2.0,2,1,1,1,1,92500000,90386641.37769784,22519072.703439962,84600000.0,50800000.0,157143000.0,18
1401,لویزانوشیان,146,1.0,3,0,0,0,0,60273972,68044954.64035088,15703473.156897321,70277748.5,10066666.0,115748031.0,14
1390,قیطریه,180,5.0,3,0,0,0,0,100000000,96178453.21393035,21150951.867954727,91200000.0,10000000.0,162857000.0,19
1401,قلهک,123,1.0,2,0,0,0,0,86178861,81550044.10344827,16001902.13975989,79674796.0,47500000.0,127450980.0,17
1397,ویلا,108,1.0,1,0,0,0,0,68981481,66903354.72,17768464.798360683,70320320.0,13700000.0,106164383.0,14
1388,زعفرانیه,195,6.0,3,1,1,0,0,133300000,131865026.54357798,34972724.14783003,130000000.0,31000000.0,202900000.0,20
1392,شاهین,68,1.0,1,0,0,0,0,60294117,62296666.10526316,8835506.952576779,62612612.0,46500000.0,94444444.0,13
1389,محله,220,3.0,3,0,0,0,0,109090909,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1387,بلوارفردوس,86,2.0,2,0,0,0,0,61627906,59341145.36082474,11226516.262274269,59859154.0,19285714.0,120000000.0,12
1401,ویلا,82,2.0,2,0,0,0,0,69512195,66903354.72,17768464.798360683,70320320.0,13700000.0,106164383.0,14
1392,اباذرآیتاللهکاشانی,85,4.0,2,1,1,1,0,64100000,67767307.6923077,17130922.86187605,63550000.0,46000000.0,111000000.0,14
1397,الهیه,120,2.0,2,1,1,1,0,79200000,119528884.63380282,33129543.164495844,115000000.0,16500000.0,204500000.0,20
1384,سعادتآباد,75,4.0,2,1,1,1,0,73333000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1401,چیتگرشمالی,111,13.0,2,1,1,1,1,30721000,20934780.269058295,9706239.765193766,21795000.0,2350000.0,60000000.0,1
1383,سازمانآب,75,1.0,2,0,0,0,0,58666666,56526261.655737706,7817974.9994095685,55555555.0,40170940.0,79673913.0,11
1401,دریاچهشهدایخلیجفارس,90,6.0,2,1,1,1,0,23333000,22830528.66242038,12980441.790903542,22250000.0,1542000.0,65515000.0,2
1383,شهرزیبا,75,4.0,1,1,1,1,0,37300000,42339327.0,19949550.077963997,46833333.0,12794000.0,87800000.0,7
1385,اختیاریه,155,4.0,3,1,1,0,0,85800000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1395,قیطریه,80,1.0,2,1,1,1,0,95000000,96178453.21393035,21150951.867954727,91200000.0,10000000.0,162857000.0,19
1382,جردن,150,5.0,3,1,1,1,0,80000000,91821517.75252526,19646827.68857334,89721875.0,48000000.0,140000000.0,18
1380,نصرت,56,3.0,2,0,0,0,0,42857142,49115041.63414634,7517212.792917308,48837209.0,33000000.0,64705882.0,8
1401,نیاوران,80,6.0,2,1,1,0,0,100000000,119301128.8559322,34155648.27073372,120000000.0,21348314.0,200000000.0,20
1383,دزاشیب,123,1.0,2,1,1,1,0,84959000,94111207.43689321,23041493.361241512,88200000.0,13500000.0,150000000.0,19
1401,چیتگر,85,16.0,2,0,0,0,0,12823529,21499908.051948052,16886269.097524546,14750000.0,2143000.0,82300000.0,1
1384,سعادتآباد,76,2.0,2,1,1,1,0,55300000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1384,سازمانبرنامهشمالی,65,3.0,1,0,0,0,0,64615384,68094790.27819549,12363884.237145117,66250000.0,43428571.0,120000000.0,14
1401,دهکدهالمپیک,55,8.0,1,1,1,1,1,31000000,32252708.540447503,12514798.760472782,31000000.0,1000000.0,112909000.0,4
1392,لویزانوشیان,54,3.0,1,0,0,0,0,55185185,68044954.64035088,15703473.156897321,70277748.5,10066666.0,115748031.0,14
1394,شمسآباد,96,2.0,2,1,1,1,0,56300000,62086905.94444445,8169265.474399596,60816666.5,42100000.0,90810810.0,13
1401,یوسفآباد,112,2.0,2,1,1,1,0,94643000,84176880.76646706,16991737.331853233,82853703.5,48969072.0,153846000.0,17
1384,آبشار,60,2.0,2,0,0,0,0,30000000,30937718.714285713,12550484.596114278,30000000.0,7166666.0,59239130.0,3
1401,زرگنده,75,2.0,2,0,0,0,0,73066666,76244933.03030303,16579436.2136582,76875000.0,46093750.0,119631901.0,16
1400,نارمک,56,3.0,1,0,0,0,0,70535714,56581223.41935484,12740452.100157069,56923076.0,13800000.0,81481481.0,12
1383,جنتآبادمرکزی,75,5.0,2,1,1,1,0,52000000,61115740.77374302,10086971.745209087,61950000.0,16504000.0,96700000.0,13
1373,میرداماد,96,3.0,2,1,1,1,0,70300000,90386641.37769784,22519072.703439962,84600000.0,50800000.0,157143000.0,18
1399,شهرکغرب,148,5.0,3,1,1,1,0,90000000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1388,بلوارفردوسغرب,95,4.0,2,1,1,1,0,55789000,65997073.82550336,10235266.110435715,65218000.0,15104000.0,105000000.0,14
1383,سعادتآباد,80,6.0,2,1,1,1,1,85000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1399,باغفردوس,220,7.0,3,1,1,0,0,190900000,151600000.0,31770006.819850277,151750000.0,90000000.0,200000000.0,21
1396,صادقیه,81,3.0,2,0,0,0,0,54197530,56744126.32911392,16228644.18765565,58181818.0,6800000.0,90000000.0,12
1395,فرمانیه,115,1.0,2,1,1,1,0,100000000,122176685.18518518,30659498.346812826,120700000.0,16200000.0,190000000.0,20
1400,سنایی,127,2.0,2,0,0,0,0,74763779,68275425.1875,8891351.750323614,70000000.0,38387096.0,84000000.0,15
1384,شهرکغرب,83,4.0,2,1,1,1,0,50600000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1383,سعادتآباد,71,1.0,2,1,1,1,0,81700000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1400,سوهانک,178,2.0,3,0,0,0,0,75280898,75022756.9090909,11793327.450212738,73077000.0,51304347.0,125000000.0,16
1383,قیطریه,105,2.0,2,1,1,1,0,71400000,96178453.21393035,21150951.867954727,91200000.0,10000000.0,162857000.0,19
1393,جنتآبادجنوبی,97,1.0,2,0,0,0,1,65979381,60135130.005347595,13104643.369948454,60888000.0,843220.0,91666666.0,13
1401,اختیاریه,157,2.0,3,1,1,1,1,95500000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1383,هروی,75,1.0,2,1,1,1,0,60000000,73345990.97560975,11637626.156124255,72000000.0,10300000.0,110000000.0,15
1399,ولنجک,150,1.0,3,1,1,1,1,130000000,129916359.95195195,32495623.245280623,130000000.0,12500000.0,204700000.0,20
1401,چیتگرجنوبی,61,28.0,1,1,1,1,1,16885000,29241452.508196723,19593736.8706878,29516000.0,2240000.0,131313131.0,3
1401,سعادتآباد,110,4.0,2,1,1,1,1,100000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1400,زعفرانیه,160,5.0,3,1,1,1,1,62500000,131865026.54357798,34972724.14783003,130000000.0,31000000.0,202900000.0,20
1401,حکیمیه,75,3.0,2,0,0,0,0,54666666,45741835.10344828,14410885.617681628,49078000.0,10625000.0,74000000.0,7
1401,استادمعین,80,1.0,2,1,1,1,0,45875000,44263980.72131147,7208221.048194331,44702000.0,13800000.0,55882000.0,7
1393,بلوارفردوس,80,1.0,2,1,1,1,0,57500000,59341145.36082474,11226516.262274269,59859154.0,19285714.0,120000000.0,12
1385,اختیاریه,67,1.0,2,1,0,1,0,77600000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1401,گیشا,67,3.0,2,0,0,0,0,104477611,90521901.78823529,18060511.48489818,89285714.0,51020408.0,147727272.0,18
1399,الهیه,110,3.0,2,1,1,0,0,200000000,119528884.63380282,33129543.164495844,115000000.0,16500000.0,204500000.0,20
1400,امیرآباد,118,3.0,2,1,1,1,0,77966000,80210100.99672131,12461139.369398655,80000000.0,38235000.0,115000000.0,16
1401,شهرکراهآهن,120,11.0,3,1,1,1,1,12500000,27078892.85714286,11496601.497330287,29664000.0,11765000.0,85106000.0,2
1398,یوسفآباد,97,3.0,2,1,1,1,0,97938000,84176880.76646706,16991737.331853233,82853703.5,48969072.0,153846000.0,17
1400,شهرانجنوبیشهران,77,4.0,2,1,1,0,0,50000000,49035294.11764706,6770295.296050382,50000000.0,33900000.0,59700000.0,8
1401,شمسآباد,135,4.0,3,1,1,1,0,81500000,62086905.94444445,8169265.474399596,60816666.5,42100000.0,90810810.0,13
1375,شهران,69,4.0,2,1,1,1,0,60145000,60020450.6381323,12174627.440331178,59545454.0,28917647.0,138000000.0,12
1389,بلوارفردوس,67,3.0,2,1,1,0,0,42500000,59341145.36082474,11226516.262274269,59859154.0,19285714.0,120000000.0,12
1401,چیتگرشمالی,85,10.0,2,1,1,1,1,31000000,20934780.269058295,9706239.765193766,21795000.0,2350000.0,60000000.0,1
1394,پونک,60,7.0,1,1,1,1,0,49700000,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1393,امیرآباد,114,2.0,2,1,1,1,0,74500000,80210100.99672131,12461139.369398655,80000000.0,38235000.0,115000000.0,16
1400,میرداماد,130,2.0,2,1,1,1,0,79200000,90386641.37769784,22519072.703439962,84600000.0,50800000.0,157143000.0,18
1399,یوسفآباد,144,1.0,3,1,1,1,1,74300000,84176880.76646706,16991737.331853233,82853703.5,48969072.0,153846000.0,17
1401,کویبیمه,95,3.0,2,0,0,0,0,63157894,55842728.294117644,7880059.931665152,55882352.0,39113924.0,72916666.0,11
1397,سعادتآباد,117,1.0,3,1,1,1,0,50400000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1385,مرزداران,90,3.0,2,0,0,0,0,58888888,81315071.67512691,15550866.03382363,80800000.0,44800000.0,121200000.0,16
1401,الهیه,130,3.0,2,1,1,1,0,138500000,119528884.63380282,33129543.164495844,115000000.0,16500000.0,204500000.0,20
1385,شهرکغرب,125,2.0,3,1,1,1,0,112000000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1387,شهرکراهآهن(شهرکگلستان),125,2.0,2,0,0,0,0,37600000,53054947.53333333,18554877.45180063,51980198.0,3750000.0,89506172.0,11
1399,فرشته,90,2.0,2,1,1,1,1,108900000,120952950.5831435,33940719.24992989,116700000.0,59615384.0,204500000.0,20
1397,دریاچهشهدایخلیجفارس,165,4.0,3,1,1,1,0,52727000,22830528.66242038,12980441.790903542,22250000.0,1542000.0,65515000.0,2
1401,آرژانتین,82,2.0,2,0,0,0,0,85243902,66838056.6097561,20148968.99790101,65600000.0,13500000.0,120000000.0,14
1399,دبستان,128,4.0,3,0,0,0,0,57421875,57984879.43636364,9217938.003783094,60092592.0,37627118.0,77013888.0,12
1401,چیتگرشمالی,182,14.0,4,1,1,1,1,22154000,20934780.269058295,9706239.765193766,21795000.0,2350000.0,60000000.0,1
1394,دولت,125,2.0,3,1,1,1,0,88000000,85181467.10526316,14434306.67235159,85000000.0,55400000.0,130000000.0,17
1390,پلیس,71,3.0,2,1,1,1,0,51400000,48381818.18181818,7191775.605762207,49200000.0,33100000.0,56600000.0,8
1398,محمودیه,220,5.0,3,1,1,1,0,172700000,129194256.39393939,31890018.965248328,126372058.5,83300000.0,204500000.0,20
1385,لویزانوشیان,139,1.0,3,0,0,0,0,60071942,68044954.64035088,15703473.156897321,70277748.5,10066666.0,115748031.0,14
1400,آجودانیه,181,7.0,3,1,1,1,1,143600000,117281005.20143884,30616760.28614428,107894736.0,60700000.0,194915000.0,20
1396,سعادتآباد,186,5.0,3,1,1,0,0,75000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1399,یوسفآباد,105,4.0,2,0,0,0,0,80952380,84176880.76646706,16991737.331853233,82853703.5,48969072.0,153846000.0,17
1401,چیتگر,70,1.0,2,0,0,0,0,44000000,21499908.051948052,16886269.097524546,14750000.0,2143000.0,82300000.0,1
1380,کویبیمه,70,2.0,2,0,0,0,0,50214285,55842728.294117644,7880059.931665152,55882352.0,39113924.0,72916666.0,11
1390,شهرکغرب,84,2.0,2,1,1,1,0,60700000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1382,سیمونبولیوارپونک,82,1.0,2,1,0,1,0,56700000,53325490.196078435,10321527.854678392,55000000.0,29400000.0,70600000.0,11
1401,آذربایجان,80,3.0,2,1,1,1,0,54375000,39347064.85714286,8680916.847614354,38000000.0,24528301.0,55875000.0,6
1380,اختیاریه,98,3.0,2,1,0,1,0,63300000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1394,جنتآبادمرکزی,105,1.0,3,1,1,1,0,58600000,61115740.77374302,10086971.745209087,61950000.0,16504000.0,96700000.0,13
1400,استادمعین,72,5.0,2,1,1,1,0,47222000,44263980.72131147,7208221.048194331,44702000.0,13800000.0,55882000.0,7
1389,جنتآبادمرکزی,90,2.0,2,1,1,1,0,57200000,61115740.77374302,10086971.745209087,61950000.0,16504000.0,96700000.0,13
1382,عباسآباد,73,1.0,1,1,1,1,0,15959000,34250454.95652174,22959560.45256487,20000000.0,11923000.0,84300000.0,4
1400,آذری,40,3.0,1,0,1,0,0,27500000,28223500.0,1023183.5123769343,28223500.0,27500000.0,28947000.0,3
1385,اوقاف,81,4.0,2,0,0,0,0,32716049,47327041.43678161,9038747.770848209,47340425.0,26086956.0,71839080.0,8
1385,سعادتآباد,115,9.0,2,1,1,1,0,75043000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1398,ولنجک,225,5.0,3,1,0,0,0,204400000,129916359.95195195,32495623.245280623,130000000.0,12500000.0,204700000.0,20
1398,قیطریه,230,5.0,3,0,0,0,0,95652173,96178453.21393035,21150951.867954727,91200000.0,10000000.0,162857000.0,19
1398,شادمهر,67,1.0,2,0,0,0,0,64179104,55465066.66,9800988.524422735,57057584.0,29658119.0,68281250.0,11
1401,دهکدهالمپیک,110,4.0,2,1,1,1,0,31000000,32252708.540447503,12514798.760472782,31000000.0,1000000.0,112909000.0,4
1386,سعادتآباد,150,3.0,3,1,1,1,1,76700000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1387,پاسداران,145,4.0,3,0,0,0,0,75000000,86490141.48275863,21557395.896592565,80000000.0,9915000.0,166667000.0,17
1396,اسکندری,94,1.0,2,0,0,0,0,40000000,33883456.73913044,8360141.699707298,32187500.0,9655000.0,49347826.0,4
1375,دربند,160,1.0,2,0,0,0,0,26250000,87552260.21153846,21773516.21710015,86100385.5,24975000.0,140000000.0,18
1393,بلوارارتش,95,2.0,2,1,1,1,0,73200000,79138461.53846154,15062123.492474895,74500000.0,58400000.0,100000000.0,16
1399,شهرکغرب,106,5.0,2,1,1,1,1,85000000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1401,کوهک,110,4.0,2,0,0,0,0,48181818,48185978.568,17041708.20762233,50000000.0,13500000.0,82702702.0,8
1395,پونک,90,2.0,2,0,0,0,0,75000000,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1401,اختیاریه,148,1.0,3,1,1,1,0,108100000,85898004.99168053,16435197.312221156,84200000.0,43947000.0,160000000.0,17
1399,نیاوران,210,4.0,3,1,1,1,1,140000000,119301128.8559322,34155648.27073372,120000000.0,21348314.0,200000000.0,20
1397,دریاچهخلیجفارس,110,15.0,2,0,0,0,0,55909090,35829141.71910112,16200804.74731895,38532110.0,12500000.0,72784810.0,5
1400,شهرکغرب,175,3.0,3,1,1,1,1,130000000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1399,شمسآباد,110,4.0,3,1,1,1,1,65000000,62086905.94444445,8169265.474399596,60816666.5,42100000.0,90810810.0,13
1388,پونک,85,7.0,2,1,1,1,1,57100000,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1395,ولنجک,220,4.0,3,1,1,1,1,181800000,129916359.95195195,32495623.245280623,130000000.0,12500000.0,204700000.0,20
1380,شهرکغرب,135,3.0,2,1,1,1,0,77778000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1381,کویبیمه,79,3.0,2,0,0,0,0,39113924,55842728.294117644,7880059.931665152,55882352.0,39113924.0,72916666.0,11
1401,قبا,135,3.0,3,0,0,0,0,114814814,92893570.10869566,18725215.427263044,90145631.0,54285714.0,132045454.0,18
1396,نیاوران,200,8.0,3,1,1,1,1,125000000,119301128.8559322,34155648.27073372,120000000.0,21348314.0,200000000.0,20
1392,میرداماد,120,3.0,2,0,0,0,0,75000000,90386641.37769784,22519072.703439962,84600000.0,50800000.0,157143000.0,18
1401,صادقیه,110,4.0,2,1,1,1,0,6800000,56744126.32911392,16228644.18765565,58181818.0,6800000.0,90000000.0,12
1399,دانشگاهشریف,143,5.0,3,0,0,0,0,56993006,49488246.641509436,9625976.854181914,48000000.0,35000000.0,71212121.0,9
1395,فرشته,120,3.0,2,1,1,0,1,116700000,120952950.5831435,33940719.24992989,116700000.0,59615384.0,204500000.0,20
1381,بلوارفردوسغرب,81,2.0,2,1,1,1,1,56173000,65997073.82550336,10235266.110435715,65218000.0,15104000.0,105000000.0,14
1383,میرداماد,163,5.0,3,1,1,1,0,69900000,90386641.37769784,22519072.703439962,84600000.0,50800000.0,157143000.0,18
1383,پونک,61,3.0,2,1,1,1,0,43400000,64268619.23232323,15318423.73151411,64800000.0,6364000.0,117400000.0,13
1390,شهرزیبا,71,2.0,1,0,0,0,0,57746478,42339327.0,19949550.077963997,46833333.0,12794000.0,87800000.0,7
1401,شهرکغرب,135,4.0,3,1,1,1,0,110400000,85593560.17830609,26465865.635044355,80800000.0,7500000.0,200000000.0,17
1381,جنتآبادجنوبی,68,3.0,1,1,0,1,0,50000000,60135130.005347595,13104643.369948454,60888000.0,843220.0,91666666.0,13
1401,شهرکگلستان,110,16.0,2,1,1,1,1,30000000,23422687.5,9576793.801272782,30000000.0,2496000.0,31000000.0,2
1401,نارمک,55,10.0,1,1,1,1,1,31000000,56581223.41935484,12740452.100157069,56923076.0,13800000.0,81481481.0,12
1393,کامرانیه,150,5.0,3,1,1,1,0,98000000,114189217.13235295,31526742.19592267,105500000.0,66500000.0,203209000.0,19
1401,استادمعین,98,4.0,2,1,1,1,0,45510000,44263980.72131147,7208221.048194331,44702000.0,13800000.0,55882000.0,7
1386,قبا,115,2.0,2,0,0,0,0,74782608,92893570.10869566,18725215.427263044,90145631.0,54285714.0,132045454.0,18
1401,نیاوران,100,3.0,2,1,1,1,0,130000000,119301128.8559322,34155648.27073372,120000000.0,21348314.0,200000000.0,20
1378,دهقان,46,4.0,1,0,0,0,0,30434782,43248697.67741936,8120218.568698601,42000000.0,30136986.0,59923664.0,7
1401,کوهک,165,3.0,3,0,0,0,0,64242424,48185978.568,17041708.20762233,50000000.0,13500000.0,82702702.0,8
1385,فرشته,160,4.0,3,1,1,1,0,120000000,120952950.5831435,33940719.24992989,116700000.0,59615384.0,204500000.0,20
1397,محله,103,1.0,2,0,0,0,0,68932038,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1400,کویبیمه,95,3.0,2,0,0,0,0,72631578,55842728.294117644,7880059.931665152,55882352.0,39113924.0,72916666.0,11
1388,فرشته,210,2.0,3,1,1,0,0,120000000,120952950.5831435,33940719.24992989,116700000.0,59615384.0,204500000.0,20
1401,چیتگر,100,10.0,2,0,0,0,0,6500000,21499908.051948052,16886269.097524546,14750000.0,2143000.0,82300000.0,1
1393,شاهین,111,3.0,3,0,0,0,0,62612612,62296666.10526316,8835506.952576779,62612612.0,46500000.0,94444444.0,13
1385,نیرویهوایی,77,1.0,2,0,0,0,0,50000000,55184052.6097561,12781508.121135704,55000000.0,35555555.0,95000000.0,11
1398,نیاوران,220,6.0,3,1,1,1,1,131800000,119301128.8559322,34155648.27073372,120000000.0,21348314.0,200000000.0,20
1386,بلوارفردوسغرب,66,2.0,2,1,1,1,0,57576000,65997073.82550336,10235266.110435715,65218000.0,15104000.0,105000000.0,14
1394,قیطریه,162,5.0,3,1,1,1,0,88272000,96178453.21393035,21150951.867954727,91200000.0,10000000.0,162857000.0,19
1396,قیطریه,80,1.0,2,1,1,1,0,93800000,96178453.21393035,21150951.867954727,91200000.0,10000000.0,162857000.0,19
1399,قیطریه,235,3.0,3,1,1,1,0,119100000,96178453.21393035,21150951.867954727,91200000.0,10000000.0,162857000.0,19
1382,بلوارفکوریپونک,70,1.0,2,1,0,1,0,45000000,49181818.18181818,4317132.886955921,47500000.0,45000000.0,60000000.0,8
1397,شهرکشهیدباقری,118,12.0,2,0,0,0,0,47000000,36638952.00847457,15181438.089807704,38840335.5,3600000.0,128125000.0,5
1401,آجودانیه,150,4.0,3,1,1,1,1,150000000,117281005.20143884,30616760.28614428,107894736.0,60700000.0,194915000.0,20
1385,جنتآبادجنوبی,130,3.0,3,1,1,1,0,56900000,60135130.005347595,13104643.369948454,60888000.0,843220.0,91666666.0,13
1401,چیتگرجنوبی,100,10.0,2,1,1,1,0,14000000,29241452.508196723,19593736.8706878,29516000.0,2240000.0,131313131.0,3
1401,چیتگرشمالی,100,6.0,2,1,1,1,1,13500000,20934780.269058295,9706239.765193766,21795000.0,2350000.0,60000000.0,1
1385,پیروزی,115,4.0,2,1,1,1,1,67000000,41650606.25490196,10074684.519180333,40700000.0,13800000.0,67000000.0,7
1399,سعادتآباد,140,5.0,3,1,1,0,0,125000000,82825233.46999405,29784174.205726072,77419000.0,8700000.0,204500000.0,17
1401,فرمانیه,135,5.0,3,1,1,1,0,103704000,122176685.18518518,30659498.346812826,120700000.0,16200000.0,190000000.0,20
1399,محله,205,3.0,3,0,0,0,0,144878048,73819883.09677419,36898762.043740176,67258560.0,12745098.0,195555555.0,15
1395,سیمتریجی,95,1.0,2,1,1,1,0,34737000,34361880.08928572,5065424.539178285,34343000.0,19000000.0,47183000.0,4
1401,چیتگرشمالی,121,13.0,3,1,1,1,1,5124000,20934780.269058295,9706239.765193766,21795000.0,2350000.0,60000000.0,1
1394,آجودانیه,140,5.0,2,1,1,1,0,92900000,117281005.20143884,30616760.28614428,107894736.0,60700000.0,194915000.0,20
1395,هروی,125,6.0,2,1,0,1,1,76000000,73345990.97560975,11637626.156124255,72000000.0,10300000.0,110000000.0,15
1398,کوهک,96,4.0,2,0,0,0,0,47916666,48185978.568,17041708.20762233,50000000.0,13500000.0,82702702.0,8
1401,شهرکشهیدباقری,37,8.0,1,0,0,0,0,44594594,36638952.00847457,15181438.089807704,38840335.5,3600000.0,128125000.0,5
1393,درختیشهرکغرب,115,5.0,2,1,1,1,0,53000000,89576271.18644068,27752808.736284263,78000000.0,48300000.0,131800000.0,18
1401,دربدوم,80,3.0,2,1,1,1,1,110000000,91027974.57627119,15776057.768842125,89450000.0,51300000.0,141176000.0,18
1393,جنتآبادمرکزی,95,3.0,2,1,1,1,0,59474000,61115740.77374302,10086971.745209087,61950000.0,16504000.0,96700000.0,13
1395,جردن,80,1.0,2,1,1,1,0,100000000,91821517.75252526,19646827.68857334,89721875.0,48000000.0,140000000.0,18
1401,دربدوم,90,5.0,2,1,1,1,0,100000000,91027974.57627119,15776057.768842125,89450000.0,51300000.0,141176000.0,18
